NM_URNA_CANDIDATO,NM_MUNICIPIO,CD_MUNICIPIO,DS_SIT_TOT_TURNO,NR_PARTIDO,SG_PARTIDO,QT_VOTOS_NOMINAIS,Espectro
TARCIO DUTRA,SERRANÓPOLIS,96075,ELEITO,11,PP,2807,direita
CARIVALDO SOUZA,MACAMBIRA,31739,ELEITO,11,PP,2807,direita
MOISES DO POSTO,SABÁUDIA,78310,ELEITO,11,PP,2797,direita
VLADIMIR FARINA,BARÃO DE COTEGIPE,85332,ELEITO,11,PP,2777,direita
HELINHO,GRÃO-PARÁ,81191,ELEITO,11,PP,2768,direita
LUAN DANTAS,POTIRETAMA,13269,ELEITO,11,PP,2755,direita
CANTONI,RONDINHA,88277,ELEITO,11,PP,2738,direita
ZEZINHO DO AÇOUGUE,LAVRINHAS,66338,ELEITO,11,PP,2733,direita
CELSINHO,SÃO JOÃO BATISTA DO GLÓRIA,52434,ELEITO,11,PP,2730,direita
EDER MARQUIS,ARENÁPOLIS,90255,ELEITO,11,PP,2723,direita
EDUARDO HENRIQUE,JÚLIO BORGES,12203,ELEITO,11,PP,2718,direita
FANICA,PRAIA GRANDE,82716,ELEITO,11,PP,2716,direita
ROBERTÃO,SÃO MIGUEL DAS MISSÕES,85480,ELEITO,11,PP,2713,direita
LAERCIO DE SOUZA,CRUCILÂNDIA,44113,ELEITO,11,PP,2711,direita
JURACI DA SAÚDE,BARRO PRETO,33650,ELEITO,11,PP,2709,direita
REGINALDO,DIRCEU ARCOVERDE,12297,ELEITO,11,PP,2703,direita
ANTÔNIO DE LÚ,SÃO FRANCISCO DO PIAUÍ,11932,ELEITO,11,PP,2693,direita
FATIMA DANTAS,SAMBAÍBA,8931,ELEITO,11,PP,2680,direita
ROGÉRIO,APUAREMA,33405,ELEITO,11,PP,2676,direita
ERIVELTO,BOCAINA,10359,ELEITO,11,PP,2675,direita
CARLINHO,NOVA GLÓRIA,96555,ELEITO,11,PP,2670,direita
VILMAR MACIEL,MONTES CLAROS DE GOIÁS,94714,ELEITO,11,PP,2666,direita
ELIELSON MORAES,PORTO GRANDE,6025,NÃO ELEITO,11,PP,2662,direita
DIOGO,RIO DO OESTE,82872,ELEITO,11,PP,2661,direita
ILDO SALABERRY,HERVAL,86398,ELEITO,11,PP,2648,direita
BIRIBA,BARÃO,86223,ELEITO,11,PP,2633,direita
DR EUDES,ISAÍAS COELHO,10979,ELEITO,11,PP,2632,direita
EUDER MENDES,DIVISÓPOLIS,40142,ELEITO,11,PP,2616,direita
DR MAURÍCIO,RIO GRANDE DO PIAUÍ,11797,ELEITO,11,PP,2604,direita
ALYSSON REIS,ROTEIRO,28550,ELEITO,11,PP,2603,direita
NILSINHO,SAPUCAÍ-MIRIM,53074,ELEITO,11,PP,2601,direita
VALMIR LAND,CONDOR,86118,ELEITO,11,PP,2601,direita
AFONSO SOBREIRA,NOVO ORIENTE DO PIAUÍ,11371,ELEITO,11,PP,2595,direita
DIEGO KRENTZ,IBIRAÇU,56499,ELEITO,11,PP,2592,direita
BARBARA TEIXEIRA,SERRINHA DOS PINTOS,16209,ELEITO,11,PP,2584,direita
VILSINHO,IRAÍ,87114,ELEITO,11,PP,2584,direita
FUMINHO,IRANI,81531,ELEITO,11,PP,2571,direita
AGIDE SANTANA,CÔNEGO MARINHO,41904,ELEITO,11,PP,2561,direita
FRANCIEUDO CANUTO,BOA HORA,10669,ELEITO,11,PP,2561,direita
GILMAR TOMAZ,GOVERNADOR JORGE TEIXEIRA,612,ELEITO,11,PP,2551,direita
RIVALDO CARVALHO,MASSAPÊ DO PIAUÍ,12467,ELEITO,11,PP,2540,direita
MARQUINHOS SENA,LAJEDO DO TABOCAL,36820,ELEITO,11,PP,2505,direita
DR THALES,PAQUETÁ,10944,ELEITO,11,PP,2490,direita
JADIR KOVALESKI,AMETISTA DO SUL,86304,ELEITO,11,PP,2480,direita
NILTON BACELAR,PAU D ARCO DO PIAUÍ,12718,ELEITO,11,PP,2476,direita
SALOMÃO,SANTA FILOMENA DO MARANHÃO,8206,ELEITO,11,PP,2459,direita
FABIO MACEDO,BETÂNIA DO PIAUÍ,12122,ELEITO,11,PP,2452,direita
MARCELO NUNES,RIBEIRÃO GRANDE,61700,ELEITO,11,PP,2444,direita
ZÉ ANTONIO,CAMPO ALEGRE DE GOIÁS,92959,ELEITO,11,PP,2429,direita
ADRIANO MARANGON,JÓIA,98299,ELEITO,11,PP,2401,direita
JOAO MARTINATI,PRESIDENTE CASTELO BRANCO,77879,ELEITO,11,PP,2384,direita
TOTÓ RIBEIRO,CURRAL DE CIMA,19100,ELEITO,11,PP,2379,direita
CLOVIS MONTAGNER,FAXINAL DO SOTURNO,86576,ELEITO,11,PP,2376,direita
MARCUS SARMENTO,ITANAGRA,36196,ELEITO,11,PP,2348,direita
MARCIO,AGUANIL,40150,ELEITO,11,PP,2331,direita
MARINO,DOUTOR MAURÍCIO CARDOSO,84883,ELEITO,11,PP,2328,direita
CLAURO,BROCHIER,85065,ELEITO,11,PP,2325,direita
JU,LUISLÂNDIA,41009,ELEITO,11,PP,2322,direita
PAULINHO,PROGRESSO,84760,ELEITO,11,PP,2317,direita
JUCA,BOSSOROCA,85499,ELEITO,11,PP,2313,direita
MAGNUM CARDOSO,CAXINGÓ,12688,ELEITO,11,PP,2310,direita
LUIZ SORVOS,NOVA OLÍMPIA,79677,ELEITO,11,PP,2283,direita
DIVINO ROCHA,FERREIRA GOMES,6114,ELEITO,11,PP,2282,direita
DELISMON,LANDRI SALES,11118,ELEITO,11,PP,2261,direita
ZÉ JOÃO,CATURITÉ,19801,ELEITO,11,PP,2257,direita
KLEBER FREITAS,SANTO ANTÔNIO DE GOIÁS,92908,ELEITO,11,PP,2249,direita
NETTO GOMES,SÃO JOSÉ DE ESPINHARAS,21890,ELEITO,11,PP,2242,direita
IZAEL,CABIXI,450,ELEITO,11,PP,2242,direita
ROBERTINHO,CIPOTÂNEA,43257,ELEITO,11,PP,2235,direita
JOSIMAR - JÓ,SÃO FRANCISCO DE ASSIS DO PIAUÍ,12505,ELEITO,11,PP,2233,direita
DR FABRICIO,ONDA VERDE,67814,ELEITO,11,PP,2232,direita
ANDRÉ JÚNIOR,ITAÚ,16950,ELEITO,11,PP,2218,direita
DIEGO HERON PINHEIRO,IPEÚNA,65234,ELEITO,11,PP,2212,direita
PROFESSOR MARCO BALDÃO,TUNAS DO PARANÁ,74888,ELEITO,11,PP,2204,direita
SAMPAIO,IRAJUBA,35858,ELEITO,11,PP,2200,direita
MARCIA,FORTALEZA DOS VALOS,98272,ELEITO,11,PP,2196,direita
PEDRINHO,VALE REAL,88080,ELEITO,11,PP,2184,direita
VALMIR,PASSO DE TORRES,80403,ELEITO,11,PP,2183,direita
JEAN HUNHOFF,SÃO MARTINHO,88854,ELEITO,11,PP,2182,direita
EDER PICOLI,CAIBI,80594,ELEITO,11,PP,2139,direita
RONE,OLHOS D ÁGUA,41203,ELEITO,11,PP,2131,direita
JAILSON PIO,SÃO FÉLIX DO PIAUÍ,11916,ELEITO,11,PP,2118,direita
PAULO CÉSAR,FRANCINÓPOLIS,10790,ELEITO,11,PP,2116,direita
EDGAR AMARELINHO,PASSO DO SOBRADO,87343,ELEITO,11,PP,2112,direita
RENATO MACHADO,HULHA NEGRA,86800,ELEITO,11,PP,2112,direita
FLORI WERB,ITATI,89249,ELEITO,11,PP,2099,direita
BIG JHOW,CRISTALÂNDIA,93238,ELEITO,11,PP,2058,direita
MAURINHO,ALFREDO VASCONCELOS,40002,ELEITO,11,PP,2056,direita
PROF ZE ROBERTO,FLORESTA,75558,NÃO ELEITO,11,PP,2056,direita
JOSIAS APRIGIO,MINADOR DO NEGRÃO,28053,ELEITO,11,PP,2051,direita
KARYNE DO RODRIGAO,COCAL DE TELHA,12360,ELEITO,11,PP,2051,direita
JUNIOR RIBEIRO,SÃO GONÇALO DO PIAUÍ,11959,ELEITO,11,PP,2048,direita
MARIA OLIMPIA,PARAÚ,17736,ELEITO,11,PP,2038,direita
JOAO DA CRUZ,PALMEIRA DO PIAUÍ,11479,ELEITO,11,PP,2018,direita
JULIANO MATUTO,SÃO JOSÉ DE PRINCESA,19445,ELEITO,11,PP,1997,direita
BETINHO,TIMBÉ DO SUL,83933,ELEITO,11,PP,1992,direita
DR FRANC,PALMINÓPOLIS,95150,ELEITO,11,PP,1992,direita
MAURICIO,CAIANA,42013,ELEITO,11,PP,1979,direita
LUCIO,HEITORAÍ,93874,ELEITO,11,PP,1978,direita
MARINO,TUNÁPOLIS,83682,ELEITO,11,PP,1977,direita
AGNALDO FILIPPI,PEDRAS GRANDES,82430,ELEITO,11,PP,1976,direita
CAPELINI,MONTE ALEGRE DOS CAMPOS,88803,ELEITO,11,PP,1965,direita
CLARA ROLLEMBERG,DIVINA PASTORA,31399,ELEITO,11,PP,1961,direita
SÁVIO MOURA,LAGOA DO SÍTIO,12220,ELEITO,11,PP,1956,direita
JULI,LIBERATO SALZANO,87335,ELEITO,11,PP,1934,direita
EDEMILSON MARINO,NOVA MONTE VERDE,90360,ELEITO,11,PP,1927,direita
ERCULANO,GEMINIANO,10782,ELEITO,11,PP,1927,direita
PAULO CORRÊA,GLORINHA,85502,ELEITO,11,PP,1924,direita
RICARDO,SÃO NICOLAU,88870,ELEITO,11,PP,1923,direita
DR IVAN,IBIQUERA,35530,ELEITO,11,PP,1902,direita
IVELTON ZARDO,COTIPORÃ,89770,ELEITO,11,PP,1882,direita
ALDEMES,ARRAIAL,10197,ELEITO,11,PP,1874,direita
AMAURI PIRES DA SILVA,CAIBATÉ,85650,ELEITO,11,PP,1871,direita
RAFAEL CAPANEMA,IPIAÇU,46272,ELEITO,11,PP,1870,direita
BINHA,JARDIM DO MULATO,10308,ELEITO,11,PP,1854,direita
DR WILNEY RODRIGUES,SANTA CRUZ DOS MILAGRES,10448,ELEITO,11,PP,1852,direita
FABRICIO,BIAS FORTES,41351,ELEITO,11,PP,1848,direita
PICO,JOSÉ BOITEUX,80101,ELEITO,11,PP,1838,direita
CLAUDIANE,CAMPO BELO DO SUL,80659,ELEITO,11,PP,1835,direita
BENTO,VITOR MEIRELES,80128,ELEITO,11,PP,1828,direita
RODRIGO,DIVINOLÂNDIA DE MINAS,44431,ELEITO,11,PP,1825,direita
ZÉ EDUARDO COUTO,AMPARO DO SERRA,40495,ELEITO,11,PP,1822,direita
EDIMILSON DA PONTAL,SANTA FÉ DE GOIÁS,92568,ELEITO,11,PP,1806,direita
MARCOS AURÉLIO,RIACHO DA CRUZ,18112,ELEITO,11,PP,1797,direita
DANIEL,PIEDADE DOS GERAIS,50075,ELEITO,11,PP,1788,direita
ZÉ BARBOSA,SÃO JOÃO DA VARJOTA,12025,ELEITO,11,PP,1778,direita
CARLOS HENRIQUE,MAIRIPOTABA,94471,ELEITO,11,PP,1777,direita
ULISSES,IBIAÇÁ,86975,ELEITO,11,PP,1774,direita
TIO SEVE,ERVAL VELHO,81019,ELEITO,11,PP,1770,direita
DARKINHA IRMÃ DE NETO,TRIUNFO POTIGUAR,16128,ELEITO,11,PP,1767,direita
MICHAEL KUHN,SELBACH,89079,ELEITO,11,PP,1764,direita
GUILHERME MAIA,WALL FERRAZ,12564,ELEITO,11,PP,1748,direita
CARLOS VIEIRA,CRISTIANO OTONI,44075,ELEITO,11,PP,1748,direita
ALBERTO,CAJAZEIRAS DO PIAUÍ,12343,ELEITO,11,PP,1741,direita
DELMAR,AIQUARA,33111,ELEITO,11,PP,1740,direita
ERIVAN 0 GONGO,SÃO JOÃO DA FRONTEIRA,12009,ELEITO,11,PP,1731,direita
ZEMA,NORTELÂNDIA,91197,ELEITO,11,PP,1720,direita
ADILSON PATROCINIO,ALTO ALEGRE,61212,NÃO ELEITO,11,PP,1719,direita
LUCAS MICHELON DODÃO DA RÁDIO,PINHAL GRANDE,87386,ELEITO,11,PP,1713,direita
MARIA JOSÉ,SANTANA DO PIAUÍ,10480,ELEITO,11,PP,1710,direita
ROGERIO MEIRA,JANGADA,90565,ELEITO,11,PP,1699,direita
RAIMUNDO SOBRINHO,CURRAIS,10766,ELEITO,11,PP,1696,direita
IVAN,TURUÇU,88501,ELEITO,11,PP,1689,direita
LUZIMAR,BOCAINA DE MINAS,41432,ELEITO,11,PP,1689,direita
OLMIRO RICARDO,SANTA MARGARIDA DO SUL,89443,ELEITO,11,PP,1687,direita
SUZY HIGINO,OLHO D ÁGUA GRANDE,28177,ELEITO,11,PP,1686,direita
THALLES,PAES LANDIM,11452,ELEITO,11,PP,1664,direita
KÉIO,MORRO GRANDE,81086,ELEITO,11,PP,1658,direita
JOAO VEI,LAFAIETE COUTINHO,36757,ELEITO,11,PP,1656,direita
FERNANDO PAULINO,COLINAS DO SUL,92126,ELEITO,11,PP,1614,direita
SAVELA,NOVO MACHADO,87289,ELEITO,11,PP,1610,direita
MARCOS FINGER PIRES,JAQUIRANA,84905,ELEITO,11,PP,1609,direita
JAILTON FELIX,MONTE DAS GAMELEIRAS,17574,ELEITO,11,PP,1607,direita
FABRÍCIO DO POSTO,APIACÁ,56090,ELEITO,11,PP,1599,direita
MARCELO DA SAÚDE,GUAIRAÇÁ,75736,ELEITO,11,PP,1598,direita
FLAVIO,RIO DOS ÍNDIOS,87548,ELEITO,11,PP,1589,direita
HELIO SURDI,BOM JESUS DO SUL,75167,ELEITO,11,PP,1588,direita
ARLIM,IBIRACATU,42200,ELEITO,11,PP,1584,direita
ZÉ MARIO,BANDEIRANTES DO TOCANTINS,73580,ELEITO,11,PP,1578,direita
ROGERIO KUHN,MATA,87432,ELEITO,11,PP,1578,direita
DOUGLAS FAVERO PASUCH,NOVA ROMA DO SUL,84751,ELEITO,11,PP,1574,direita
RINALDO CIPRIANO,JOCA CLAUDINO,19666,ELEITO,11,PP,1571,direita
EDER BOTH,CHIAPETTA,86053,ELEITO,11,PP,1560,direita
JOÃO DA SERRARIA,PAU D ARCO,73261,ELEITO,11,PP,1556,direita
ADEMILSON,CERRO NEGRO,80381,ELEITO,11,PP,1554,direita
JUNIOR DO SACOLÃO,PAI PEDRO,41289,ELEITO,11,PP,1547,direita
FABIO DOURADO,ITAPURA,65617,ELEITO,11,PP,1539,direita
JUNINHO PINATTO,PARANAPUÃ,68195,ELEITO,11,PP,1536,direita
NEREU BORGA,SALTO VELOSO,83038,ELEITO,11,PP,1531,direita
PAULO HENRIQUE,PEDRA PRETA,17914,ELEITO,11,PP,1519,direita
DR CELSO ANTÔNIO,SÃO JOSÉ DO PEIXE,12017,ELEITO,11,PP,1517,direita
GILBER,RIANÁPOLIS,95672,ELEITO,11,PP,1517,direita
FABIO  MERTZ,MARQUES DE SOUZA,88820,ELEITO,11,PP,1512,direita
VICO,JABOTICABA,84786,ELEITO,11,PP,1501,direita
MARCOS VENICIOS,MORRINHOS DO SUL,87122,ELEITO,11,PP,1498,direita
NELSON SALSICHA,DOM BOSCO,42048,ELEITO,11,PP,1495,direita
TOIN,OLHO D ÁGUA DO PIAUÍ,12483,ELEITO,11,PP,1492,direita
MURILO CESAR,CÓRREGO DO OURO,93157,ELEITO,11,PP,1486,direita
EVANDRO,URUPEMA,80160,ELEITO,11,PP,1468,direita
JABES JUNIOR,RIACHO FRIO,12300,ELEITO,11,PP,1464,direita
ROSIANA BELTRÃO,FELIZ DESERTO,27537,ELEITO,11,PP,1453,direita
MARCOS ANDRE PIAIA,BARRA FUNDA,86401,ELEITO,11,PP,1449,direita
CIRINHA DA FARMÁCIA,MONTIVIDIU DO NORTE,93181,ELEITO,11,PP,1448,direita
HARTWIG,DOUTOR PEDRINHO,80080,ELEITO,11,PP,1440,direita
NETO MENDES,PRATA DO PIAUÍ,11711,ELEITO,11,PP,1440,direita
SISINIO LEÃO,PONTALINDA,61808,ELEITO,11,PP,1436,direita
MOACIR LAZAROTTO,SANTA HELENA,80721,NÃO ELEITO,11,PP,1435,direita
MARLENE DE VENÂNCIO,JURAMENTO,47350,ELEITO,11,PP,1429,direita
TIEL,TANQUE DO PIAUÍ,12521,ELEITO,11,PP,1427,direita
JORGE,ÁUREA,84735,ELEITO,11,PP,1422,direita
MOACIR ZANOTTO,CAMPESTRE DA SERRA,86460,ELEITO,11,PP,1381,direita
ITAMAR ANTONIO GIRARDI,PROTÁSIO ALVES,85405,ELEITO,11,PP,1377,direita
DITCHO FERLA,NOVA ERECHIM,82236,ELEITO,11,PP,1374,direita
LOLA,TRÊS FORQUILHAS,88005,ELEITO,11,PP,1369,direita
MARCELO OLIVEIRA,JOÃO DIAS,17159,ELEITO,11,PP,1366,direita
GILNEI,UNISTALDA,88480,ELEITO,11,PP,1364,direita
LAERTE DOURADO,JAUPACI,94358,ELEITO,11,PP,1344,direita
GASPAR BEHNE,LINDOLFO COLLOR,86908,ELEITO,11,PP,1339,direita
SADI DALLACORTTE,PLANALTO ALEGRE,80543,ELEITO,11,PP,1336,direita
BETO BORDIN,JACUTINGA,87190,ELEITO,11,PP,1335,direita
CARLÃO,CONCEIÇÃO DAS PEDRAS,43435,ELEITO,11,PP,1326,direita
ABEL DA SILVA,CHAPADÃO DO LAGEADO,81701,ELEITO,11,PP,1314,direita
BEBETO PERDOMO,PEDRAS ALTAS,89567,ELEITO,11,PP,1298,direita
RENATO BECKER,ERNESTINA,85022,ELEITO,11,PP,1294,direita
ADNA,GUARAÍTA,93149,ELEITO,11,PP,1289,direita
TIKE,CALMON,80667,ELEITO,11,PP,1284,direita
FERNANDO PERIN,SÃO DOMINGOS DO SUL,84832,ELEITO,11,PP,1283,direita
PROFESSOR JOÃO PEREIRA,ESMERALDA,86452,ELEITO,11,PP,1282,direita
VILSON SCHONS,SALVADOR DAS MISSÕES,87580,ELEITO,11,PP,1276,direita
NOVINHO,FRANCISCO MACEDO,12378,ELEITO,11,PP,1273,direita
LEO LEITE,PEDRO LAURENTINO,12491,ELEITO,11,PP,1271,direita
LUCI,IOMERÊ,81361,ELEITO,11,PP,1270,direita
FRONER,CAPÃO DO CIPÓ,89141,ELEITO,11,PP,1269,direita
PAULINHO ENFERMEIRO,SÃO GONÇALO DO GURGUÉIA,12610,ELEITO,11,PP,1266,direita
EDILSON,NOVA ALVORADA,86169,ELEITO,11,PP,1262,direita
DANILO ALBUQUERQUE,QUELUZITO,50750,ELEITO,11,PP,1260,direita
ZÉ DO ANDRÉ,NOVA IGUAÇU DE GOIÁS,93084,ELEITO,11,PP,1253,direita
DR RENATO,APORÉ,92290,ELEITO,11,PP,1243,direita
NEKI,CERRO GRANDE,85227,ELEITO,11,PP,1243,direita
TERTO,ARAPUÁ,40754,ELEITO,11,PP,1238,direita
CLEBER,BOA VISTA DO INCRA,89060,ELEITO,11,PP,1236,direita
VALOIR CHAPUIS,COQUEIROS DO SUL,86606,ELEITO,11,PP,1234,direita
KELSIMAR ABREU,SÃO LUIS DO PIAUÍ,12629,ELEITO,11,PP,1226,direita
ILDO ORTH,COXILHA,86649,ELEITO,11,PP,1221,direita
TITO PEREIRA,CAPÃO ALTO,81248,ELEITO,11,PP,1216,direita
LAURO SCHERER,TOROPI,88900,ELEITO,11,PP,1216,direita
ROGÉRIO FRANÇA,MATO CASTELHANO,87025,ELEITO,11,PP,1209,direita
RODRIGO TRINDADE,MORMAÇO,87106,ELEITO,11,PP,1202,direita
CLEOFAN,ANGICO,73075,ELEITO,11,PP,1193,direita
ROBITO,PINHAL DA SERRA,89362,ELEITO,11,PP,1189,direita
PAULO GRUNEWALD,FORQUETINHA,89222,ELEITO,11,PP,1183,direita
JOHNNI BOCACIO,DEZESSEIS DE NOVEMBRO,85049,ELEITO,11,PP,1169,direita
LEANDRO  BAPTISTA,TAIÚVA,71650,ELEITO,11,PP,1163,direita
ANGELO BARBIERI BAIXINHO,NOVA BRÉSCIA,87637,ELEITO,11,PP,1156,direita
LUIZ FRANCISCO FAGUNDES,LAGOA BONITA DO SUL,89281,ELEITO,11,PP,1154,direita
NEGO WEISS,PORTO MAUÁ,87467,ELEITO,11,PP,1149,direita
CLEIDILENY,ITAMBÉ DO MATO DENTRO,46558,ELEITO,11,PP,1143,direita
ARMINDÃO,BOM PROGRESSO,86444,ELEITO,11,PP,1141,direita
JOSUÉ,MORRO CABEÇA NO TEMPO,10880,ELEITO,11,PP,1140,direita
LEANDRO,SEDE NOVA,85707,ELEITO,11,PP,1131,direita
ROQUE,CHARRUA,86568,ELEITO,11,PP,1115,direita
DANRLEI PILATTI,NOVA PÁDUA,87220,ELEITO,11,PP,1105,direita
GUEGO,PRESIDENTE ALVES,69230,ELEITO,11,PP,1087,direita
REINALDO,PEDRO TEIXEIRA,49875,ELEITO,11,PP,1077,direita
POLACO,EUGÊNIO DE CASTRO,85448,ELEITO,11,PP,1071,direita
JEFFERSON  SOUTO,NOVA MARILÂNDIA,90166,ELEITO,11,PP,1066,direita
JORGE,FORMOSA DO SUL,80888,ELEITO,11,PP,1065,direita
PROF. IDILIO,SÃO VALÉRIO DO SUL,87866,ELEITO,11,PP,1061,direita
EVERTON,ESPERANÇA NOVA,75302,ELEITO,11,PP,1050,direita
ROSANE,ZORTÉA,81825,ELEITO,11,PP,1048,direita
ELZA,IRACEMA DO OESTE,74403,ELEITO,11,PP,1044,direita
GIVA,BOA ESPERANÇA DO IGUAÇU,74144,ELEITO,11,PP,1036,direita
DINIZ,JACUIZINHO,89265,ELEITO,11,PP,1035,direita
ADRIANO PEIXOTO,JESÚPOLIS,92983,ELEITO,11,PP,1030,direita
ANTONIO FERREIRA DA SILVA,SÃO PEDRO DAS MISSÕES,89486,ELEITO,11,PP,1022,direita
BETO PIRES,SAGRES,69957,ELEITO,11,PP,1018,direita
CÍCERO GODOI,CASTANHEIRAS,531,ELEITO,11,PP,1008,direita
DUZÃO,NACIP RAYDAN,48836,ELEITO,11,PP,1007,direita
SANDRO HERRMANN,COLINAS,86584,ELEITO,11,PP,999,direita
J CARLOS,MESÓPOLIS,61964,ELEITO,11,PP,992,direita
BETO,PINHEIRO PRETO,82554,ELEITO,11,PP,982,direita
MARCELO DA KAKÁ,SERRANOS,53392,ELEITO,11,PP,970,direita
MAURI DAL BELLO,MAREMA,82066,ELEITO,11,PP,968,direita
LOISO,RELVADO,85766,ELEITO,11,PP,963,direita
DIEGO VENDRAMIN,GUABIJU,84867,ELEITO,11,PP,942,direita
BETO,LAJEADO DO BUGRE,86860,ELEITO,11,PP,923,direita
JONAS CAMPOS,RESERVA DO CABAÇAL,98914,ELEITO,11,PP,920,direita
CANDANGO,CACHOEIRA DOURADA,41955,ELEITO,11,PP,908,direita
GERALDO NETO,CACHOEIRA DE GOIÁS,92835,ELEITO,11,PP,899,direita
CAIO,NOVO TIRADENTES,87300,ELEITO,11,PP,894,direita
ADIR GIACOMINI,ALMIRANTE TAMANDARÉ DO SUL,89001,ELEITO,11,PP,874,direita
ALAOR MACHADO,SERRA DA SAUDADE,53317,ELEITO,11,PP,864,direita
ROBERTINHO,MIGUEL LEÃO,11258,ELEITO,11,PP,841,direita
GIOVAN,QUATRO IRMÃOS,89389,ELEITO,11,PP,814,direita
EDGLEI AMORIM,SANTO ANDRÉ,19267,ELEITO,11,PP,813,direita
JAIR,FREI ROGÉRIO,81329,ELEITO,11,PP,753,direita
PRETO FAVRETTO,TUPANCI DO SUL,88021,ELEITO,11,PP,669,direita
VALERIA GARCIA,PIMENTEIRAS DO OESTE,787,ELEITO,11,PP,598,direita
PROFESSORA LUCIMAR,JARDIM OLINDA,76457,ELEITO,11,PP,470,direita
ELSON MARÁ,SERRA NOVA DOURADA,90921,ELEITO,11,PP,409,direita
MAGUITO VILELA,GOIÂNIA,93734,2º TURNO,15,MDB,217194,centro
SEBASTIÃO MELO,PORTO ALEGRE,88013,2º TURNO,15,MDB,200280,centro
GUSTAVO MENDANHA,APARECIDA DE GOIÂNIA,92274,ELEITO,15,MDB,197491,centro
WAGUINHO,BELFORD ROXO,58041,ELEITO,15,MDB,162720,centro
DR DANIEL,ANANINDEUA,4154,ELEITO,15,MDB,152352,centro
DR PESSOA,TERESINA,12190,2º TURNO,15,MDB,142769,centro
MIGUEL COELHO,PETROLINA,25216,ELEITO,15,MDB,121300,centro
EDINHO ARAÚJO,SÃO JOSÉ DO RIO PRETO,70971,ELEITO,15,MDB,111525,centro
ALFREDO GASPAR DE MENDONÇA,MACEIÓ,27855,2º TURNO,15,MDB,110234,centro
ARTHUR HENRIQUE,BOA VISTA,3018,2º TURNO,15,MDB,78425,centro
NILSON GASPAR,INDAIATUBA,65110,ELEITO,15,MDB,69230,centro
ZAFFA,GRAVATAÍ,86835,ELEITO,15,MDB,57659,centro
DARCI LERMEN,PARAUAPEBAS,5835,ELEITO,15,MDB,57384,centro
ANTIDIO LUNELLI,JARAGUÁ DO SUL,81752,ELEITO,15,MDB,56476,centro
YVES RIBEIRO,PAULISTA,25135,2º TURNO,15,MDB,51351,centro
KALIL BARACAT,VÁRZEA GRANDE,91677,ELEITO,15,MDB,50918,centro
VOLNEI MORASTONI,ITAJAÍ,81612,ELEITO,15,MDB,49888,centro
SIMONE MARQUETTO,ITAPETININGA,65471,ELEITO,15,MDB,46913,centro
FERNANDO JORDÃO,ANGRA DOS REIS,58017,ELEITO,15,MDB,45172,centro
FÁBIO BRANCO,RIO GRANDE,88153,ELEITO,15,MDB,43952,centro
VALMIR CLIMACO,ITAITUBA,4715,ELEITO,15,MDB,42077,centro
GUERINO ZANON,LINHARES,56634,ELEITO,15,MDB,41581,centro
SAUD,TAUBATÉ,71838,2º TURNO,15,MDB,41201,centro
PAULO ROBERTO,VITÓRIA DE SANTO ANTÃO,26271,ELEITO,15,MDB,40665,centro
VICTOR CASSIANO,CAMETÁ,4413,ELEITO,15,MDB,35722,centro
DINHA,SIMÕES FILHO,39136,ELEITO,15,MDB,33972,centro
POLIS,ERECHIM,86371,ELEITO,15,MDB,33188,centro
GERSON COLODEL,ALMIRANTE TAMANDARÉ,74071,ELEITO,15,MDB,32709,centro
PÁBIO MOSSORÓ,VALPARAÍSO DE GOIÁS,93300,ELEITO,15,MDB,29241,centro
PROFESSOR NEIVOR,CAPANEMA,74870,NÃO ELEITO,15,MDB,28955,centro
AGUILAR JÚNIOR,CARAGUATATUBA,63118,ELEITO,15,MDB,27183,centro
TITAN,CASTANHAL,4472,ELEITO,15,MDB,26857,centro
LULA CURTINHO,SÃO SEBASTIÃO,28754,NÃO ELEITO,15,MDB,26397,centro
LÉO BORTOLIN,PRIMAVERA DO LESTE,98892,ELEITO,15,MDB,26117,centro
EUZEBIO LAGO,NOVA SERRANA,49034,ELEITO,15,MDB,25818,centro
ARI VEQUI,BRUSQUE,80551,ELEITO,15,MDB,25734,centro
DR DANIEL,RIO CLARO,58874,NÃO ELEITO,15,MDB,24683,centro
APPOLO,ALVORADA,85111,ELEITO,15,MDB,24502,centro
BETO LUNITTI,TOLEDO,79278,ELEITO,15,MDB,23808,centro
RODRIGO HAGGE,ITAPETINGA,36293,ELEITO,15,MDB,23639,centro
HUMBERTO MACHADO,JATAÍ,94331,ELEITO,15,MDB,23546,centro
LAGOINHA,CAIEIRAS,62812,ELEITO,15,MDB,22616,centro
MARCOS SANTANA,SÃO CRISTÓVÃO,32336,ELEITO,15,MDB,22248,centro
MACARRÃO,TAILÂNDIA,4022,ELEITO,15,MDB,22031,centro
VINICIUS,VERA CRUZ,39632,ELEITO,15,MDB,20966,centro
KLEBER WAN DALL,GASPAR,81175,ELEITO,15,MDB,20960,centro
CARLOMANO MARQUES,PACATUBA,14958,ELEITO,15,MDB,20334,centro
CICERO PINHEIRO,CAMPO GRANDE,27294,NÃO ELEITO,15,MDB,19606,centro
CRISTINA ARANTES,IBITINGA,64939,ELEITO,15,MDB,19309,centro
DR. ELCIO,CAMBORIÚ,80616,ELEITO,15,MDB,19034,centro
