NM_URNA_CANDIDATO,NM_MUNICIPIO,CD_MUNICIPIO,DS_SIT_TOT_TURNO,NR_PARTIDO,SG_PARTIDO,QT_VOTOS_NOMINAIS,Espectro
CICERO DE DEUS,ARARIPE,13250,ELEITO,12,PDT,6781,esquerda
DR JUNIOR,SÃO LUÍS GONZAGA DO MARANHÃO,8052,ELEITO,12,PDT,6755,esquerda
MARCOS PAULO,PIATÃ,37877,ELEITO,12,PDT,6741,esquerda
DEDA,FARIAS BRITO,13870,ELEITO,12,PDT,6735,esquerda
JOÃO LUIZ VARGAS,SÃO SEPÉ,88951,ELEITO,12,PDT,6654,esquerda
SALOMÃO,MONSENHOR TABOSA,14737,ELEITO,12,PDT,6571,esquerda
TONHO,BARRA DO MENDES,33596,ELEITO,12,PDT,6571,esquerda
GABRIELZINHO,PARAGUAÇU,49433,ELEITO,12,PDT,6534,esquerda
PEDRINHO,JUTAÍ,2496,ELEITO,12,PDT,6517,esquerda
FONTANA,ESPUMOSO,86479,ELEITO,12,PDT,6500,esquerda
NELSON PAIM,POXORÉU,91391,ELEITO,12,PDT,6330,esquerda
RUBÃO,NOVA CANAÃ DO NORTE,98752,ELEITO,12,PDT,6288,esquerda
NOZINHO,SÃO GONÇALO DO RIO ABAIXO,52370,ELEITO,12,PDT,6252,esquerda
FRANCISCO PINHEIRO,POÇÃO DE PEDRAS,8753,ELEITO,12,PDT,6159,esquerda
SERGINHO SOARES,CARMO,58238,ELEITO,12,PDT,6072,esquerda
DONA ALINE,BELÉM,19399,ELEITO,12,PDT,6064,esquerda
ZÉ MARTINHO,CANTANHEDE,7510,ELEITO,12,PDT,5997,esquerda
BIRINHA,UIBAÍ,39470,ELEITO,12,PDT,5914,esquerda
DR MAURELIO,ESPERA FELIZ,44830,ELEITO,12,PDT,5910,esquerda
FRANZÉ CARNEIRO,IBICUITINGA,15920,ELEITO,12,PDT,5908,esquerda
BESALIEL,MATA ROMA,8273,ELEITO,12,PDT,5907,esquerda
DRA MARIA FELIX,CAJARI,7471,ELEITO,12,PDT,5899,esquerda
CANARINHO,MUCAMBO,14818,ELEITO,12,PDT,5797,esquerda
EDILBERTO,ACARAPE,13145,ELEITO,12,PDT,5789,esquerda
CUNHA,HORIZONTINA,86916,ELEITO,12,PDT,5734,esquerda
TONY BRANDÃO,BURITIRANA,7366,ELEITO,12,PDT,5700,esquerda
JAIME VERAS,BARROQUINHA,13404,ELEITO,12,PDT,5658,esquerda
PROFESSOR OSCAR,MATO VERDE,48194,ELEITO,12,PDT,5597,esquerda
BETO,IBIPITANGA,35513,ELEITO,12,PDT,5588,esquerda
KENNEDY AQUINO,URUOCA,15792,ELEITO,12,PDT,5588,esquerda
NILO SOUTO,JEQUITINHONHA,47155,ELEITO,12,PDT,5575,esquerda
RODRIGUES DA IARA,NINA RODRIGUES,8435,ELEITO,12,PDT,5537,esquerda
ARNOBIO DO CARRO VELHO,JENIPAPO DOS VIEIRAS,7765,ELEITO,12,PDT,5480,esquerda
MARIA LUCINÉIA,TARAUACÁ,1473,ELEITO,12,PDT,5461,esquerda
DIRCE DO JAILSON,LIMA CAMPOS,8192,ELEITO,12,PDT,5383,esquerda
DITO,MUNIZ FREIRE,56731,ELEITO,12,PDT,5378,esquerda
ERLANIO XAVIER,IGARAPÉ GRANDE,8010,ELEITO,12,PDT,5362,esquerda
HELTON LUIS,FRECHEIRINHA,13919,ELEITO,12,PDT,5339,esquerda
JOAQUIM DO QUINCA,ALCÂNTARAS,13099,ELEITO,12,PDT,5251,esquerda
BRANCO DE GERALDO,JUREMA,24678,ELEITO,12,PDT,5217,esquerda
JORGE,PITIMBU,21393,ELEITO,12,PDT,5185,esquerda
SEBASTIÃOZINHO,CHAVAL,13773,ELEITO,12,PDT,5171,esquerda
DOUTOR AIRTON,TANGARÁ,18775,ELEITO,12,PDT,5146,esquerda
DR SIDICLEI,PANCAS,56790,ELEITO,12,PDT,5145,esquerda
CHAGUINHA DE EDILSON,COREMAS,19976,ELEITO,12,PDT,5126,esquerda
DANIEL DO LAGO,PORTO ALEGRE DO NORTE,98850,ELEITO,12,PDT,5124,esquerda
CONCEIÇÃO,OLINDA NOVA DO MARANHÃO,8028,ELEITO,12,PDT,5110,esquerda
BISMARCK,PIQUET CARNEIRO,15199,ELEITO,12,PDT,5102,esquerda
MARCELLANNE CRISTINA,SÃO JOÃO DO ARAGUAIA,5495,ELEITO,12,PDT,5062,esquerda
ELIAS COSTA,JACARAÚ,20478,ELEITO,12,PDT,5043,esquerda
RAIMUNDO ZUCA,JOSELÂNDIA,8117,ELEITO,12,PDT,5035,esquerda
FERNANDO CADORE,SALTO DO LONTRA,78379,ELEITO,12,PDT,4921,esquerda
TARCISIO,GURINHÉM,20290,ELEITO,12,PDT,4871,esquerda
FLÁVIO FURTADO,DUQUE BACELAR,7757,ELEITO,12,PDT,4765,esquerda
WENCESLAU MARQUES,TEIXEIRA,22357,ELEITO,12,PDT,4677,esquerda
JUJU,JAGUARIBARA,14370,ELEITO,12,PDT,4677,esquerda
IRALDICE MÃO CHEIROSA,GRAÇA,13064,ELEITO,12,PDT,4646,esquerda
LEONEL PETRY,TUPARENDI,89494,ELEITO,12,PDT,4630,esquerda
BARONINHO,CATUÍPE,85979,ELEITO,12,PDT,4612,esquerda
SEZAR BOVINO,RIO BONITO DO IGUAÇU,74748,ELEITO,12,PDT,4603,esquerda
ANDRÉ ALVES,REMÍGIO,21555,ELEITO,12,PDT,4494,esquerda
ROBERIO,GENTIO DO OURO,35254,ELEITO,12,PDT,4482,esquerda
ROBÉRIO BURITY,INGÁ,20370,ELEITO,12,PDT,4467,esquerda
FABIO ALVES,IGARATINGA,46035,ELEITO,12,PDT,4357,esquerda
RAIMUNDA DO JOSEMAR,FERNANDO FALCÃO,7544,ELEITO,12,PDT,4310,esquerda
FABIANA,PRESIDENTE VARGAS,8834,ELEITO,12,PDT,4227,esquerda
TETO TEIXEIRA,MOREILÂNDIA,25852,ELEITO,12,PDT,4199,esquerda
MARQUINHOS DO ITAPICURU,CIPÓ,34576,ELEITO,12,PDT,4152,esquerda
JUNIOR DO POSTO,ITAIPAVA DO GRAJAÚ,7706,ELEITO,12,PDT,3995,esquerda
LEVI DA MERCEDINHA,BREJETUBA,56146,ELEITO,12,PDT,3943,esquerda
OSMÁRIO PORTELA,GUARANIAÇU,75817,ELEITO,12,PDT,3941,esquerda
RAVENNA,CATUNDA,13447,ELEITO,12,PDT,3844,esquerda
OTONI QUEIROZ,ERERÉ,13200,ELEITO,12,PDT,3805,esquerda
CÉSAR RESENDE,ROSÁRIO DO CATETE,32212,ELEITO,12,PDT,3733,esquerda
DRA. LÍVIA,PIRES FERREIRA,13048,ELEITO,12,PDT,3690,esquerda
FLAVIANO LISBOA,PASSA E FICA,17817,ELEITO,12,PDT,3635,esquerda
JOAQUINZINHO,PEDRO AFONSO,95257,ELEITO,12,PDT,3628,esquerda
FIDEL,CONSTANTINA,86134,ELEITO,12,PDT,3628,esquerda
SONIA CAMPOS,AXIXÁ,7218,ELEITO,12,PDT,3593,esquerda
PROFESSORA LEIDE,GOVERNADOR ARCHER,7870,ELEITO,12,PDT,3589,esquerda
TUTA,CABECEIRAS,92797,ELEITO,12,PDT,3577,esquerda
CHIQUINHO DO BANCO,GOVERNADOR EUGÊNIO BARROS,7897,ELEITO,12,PDT,3572,esquerda
MARA STOFFEL,SANTA MARIA DO HERVAL,86207,ELEITO,12,PDT,3553,esquerda
DOUGLAS MELLO,LEBON RÉGIS,81914,ELEITO,12,PDT,3542,esquerda
ÁQUILA,MORAÚJO,14770,ELEITO,12,PDT,3534,esquerda
FELIPE DO WALDINEY,RIO ACIMA,50954,ELEITO,12,PDT,3528,esquerda
MARCONDES FERRAZ,SABOEIRO,15393,ELEITO,12,PDT,3461,esquerda
JOSEMAR BASTO,ATÍLIO VIVÁCQUA,56138,ELEITO,12,PDT,3435,esquerda
PADEIRO,BUJARI,1007,ELEITO,12,PDT,3386,esquerda
AZEREDO,ARROIO DOS RATOS,85219,ELEITO,12,PDT,3377,esquerda
OSVALDO GOMES,GUIMARÃES,7951,ELEITO,12,PDT,3374,esquerda
XATÓ,TACIMA,22292,ELEITO,12,PDT,3331,esquerda
DANIEL,ALTO JEQUITIBÁ,50695,ELEITO,12,PDT,3234,esquerda
MARCOS BEUX,RONDA ALTA,88250,ELEITO,12,PDT,3206,esquerda
ANDRÉ GOMES,BOA VISTA,19941,ELEITO,12,PDT,3203,esquerda
GILDECARLOS,DEPUTADO IRAPUAN PINHEIRO,15989,ELEITO,12,PDT,3187,esquerda
EVALDO,MIRANTE DA SERRA,574,ELEITO,12,PDT,3152,esquerda
TONINHO GUSSO,BOCAIÚVA DO SUL,74594,ELEITO,12,PDT,3151,esquerda
BELINHO,SÃO SEBASTIÃO DO OESTE,52914,ELEITO,12,PDT,3097,esquerda
LEANDRO,GAURAMA,86711,ELEITO,12,PDT,3077,esquerda
VILSINHO QUIRINO,JATAIZINHO,76473,ELEITO,12,PDT,3070,esquerda
FLÁVIO MOURA,MARA ROSA,94510,ELEITO,12,PDT,3069,esquerda
ITAMAR VIEIRA,ALTO PARNAÍBA,7099,ELEITO,12,PDT,3068,esquerda
TAIANO,TARRAFAS,13366,ELEITO,12,PDT,3053,esquerda
FRANK GOMES,ITAIÇABA,14257,ELEITO,12,PDT,3045,esquerda
JUNIOR XAVIER,BERNARDO DO MEARIM,7200,ELEITO,12,PDT,3022,esquerda
CHICO CORDEIRO,GENERAL SAMPAIO,13935,ELEITO,12,PDT,2987,esquerda
ALEXANDRE DO FORTALEZA,CAMPO NOVO DE RONDÔNIA,671,ELEITO,12,PDT,2962,esquerda
JOÃOZINHO MANÚ,SÃO JOÃO DA SERRA,11975,ELEITO,12,PDT,2952,esquerda
ISMAEL,IBIRACI,45934,ELEITO,12,PDT,2890,esquerda
JOB MARTINS DE DEUS,SANTA BÁRBARA DE GOIÁS,95770,ELEITO,12,PDT,2856,esquerda
ALEMÃO,SERTÃO SANTANA,87920,ELEITO,12,PDT,2812,esquerda
DR VALDIR,ALPESTRE,85090,ELEITO,12,PDT,2805,esquerda
PAULINHO VIEIRA,FAINA,92223,ELEITO,12,PDT,2798,esquerda
JESUALDO,BREJO GRANDE DO ARAGUAIA,5932,ELEITO,12,PDT,2798,esquerda
ROBERLANDIA FERREIRA,GUARAMIRANGA,14036,ELEITO,12,PDT,2785,esquerda
IGOR ROSA,MALTA,20770,ELEITO,12,PDT,2777,esquerda
ZÉ HUMBERTO,BAIXIO,13358,ELEITO,12,PDT,2739,esquerda
DALTON,BORRAZÓPOLIS,74632,ELEITO,12,PDT,2694,esquerda
BIRA,GRAÇA ARANHA,7919,ELEITO,12,PDT,2690,esquerda
GUSTAVO,MANOEL VIANA,86940,ELEITO,12,PDT,2676,esquerda
AUCI DO HARAS,SAÚDE,38954,ELEITO,12,PDT,2670,esquerda
RAIMUNDO FILHO,PACUJÁ,14990,ELEITO,12,PDT,2644,esquerda
ARQUIMEDES BACELAR,AFONSO CUNHA,7013,ELEITO,12,PDT,2634,esquerda
SÁVIO PRESTES,LAVRAS DO SUL,87319,ELEITO,12,PDT,2631,esquerda
IRAN,SERRA DOS AIMORÉS,53333,ELEITO,12,PDT,2591,esquerda
COCIFLAN,RIBAMAR FIQUENE,8184,ELEITO,12,PDT,2583,esquerda
DR RODRIGO MENDONÇA,CACHOEIRA ALTA,92819,ELEITO,12,PDT,2575,esquerda
CELIO SANTANA,BUENÓPOLIS,41831,ELEITO,12,PDT,2534,esquerda
AIRTON AGNOLIN,NOVA CANTU,77194,ELEITO,12,PDT,2532,esquerda
LEANDRO VENERAL,SANTA BÁRBARA DO SUL,88374,NÃO ELEITO,12,PDT,2512,esquerda
JONIA LEITE,ORIZÂNIA,41246,ELEITO,12,PDT,2509,esquerda
MATHEUS AMORIM,SÃO JOSÉ DOS RAMOS,19046,ELEITO,12,PDT,2504,esquerda
CASSIM,MOSSÂMEDES,94757,ELEITO,12,PDT,2488,esquerda
JOÃO MARCOS,MAQUINÉ,86967,ELEITO,12,PDT,2487,esquerda
FABIANO CAPUZZO,CAMPESTRE DE GOIÁS,92916,ELEITO,12,PDT,2482,esquerda
ANTONIO FILHO,ANTONINA DO NORTE,13153,ELEITO,12,PDT,2476,esquerda
ELMO DULLIUS,ALECRIM,85057,ELEITO,12,PDT,2409,esquerda
ANA LÉA,LAJEADO NOVO,7862,ELEITO,12,PDT,2405,esquerda
SELITON MIRANDA,SÃO RAIMUNDO DO DOCA BEZERRA,8427,ELEITO,12,PDT,2405,esquerda
MARROM,DENISE,98337,ELEITO,12,PDT,2385,esquerda
ZEZE DO CRISTIANINHO,JECEABA,47074,ELEITO,12,PDT,2379,esquerda
GARCIA DO POSTO,ABATIÁ,74012,ELEITO,12,PDT,2361,esquerda
PAULO ELIAS,LASSANCE,47619,ELEITO,12,PDT,2357,esquerda
CAETANO ALBARELLO,PALMITINHO,87793,ELEITO,12,PDT,2351,esquerda
DONATO,RIACHÃO,19208,NÃO ELEITO,12,PDT,2343,esquerda
FERNANDO DE ZÉ DE TECA,BARRA LONGA,41130,ELEITO,12,PDT,2342,esquerda
ARTUR LUDWIG,PARAÍSO DO SUL,85987,ELEITO,12,PDT,2290,esquerda
ZÉ MARIA,SENADOR SÁ,15571,NÃO ELEITO,12,PDT,2287,esquerda
CIRANO CAMARGO,LAGOÃO,85260,ELEITO,12,PDT,2232,esquerda
SOLIMAR,MATÕES DO NORTE,7943,ELEITO,12,PDT,2179,esquerda
LUIZ PAULO,PINGO D ÁGUA,41360,ELEITO,12,PDT,2178,esquerda
NATO,AMARAL FERRADOR,86045,ELEITO,12,PDT,2169,esquerda
DR PAULO,MENDES PIMENTEL,48291,ELEITO,12,PDT,2160,esquerda
ADELINO SOUZA AQUINO,ITAGUARI,92282,ELEITO,12,PDT,2144,esquerda
MATHEUS MORIS,ORIENTE,67830,ELEITO,12,PDT,2120,esquerda
REINALDO BARROS,CALÇOENE,6033,ELEITO,12,PDT,2046,esquerda
GUILHERME E OSMAR,DIAMANTE D OESTE,75400,ELEITO,12,PDT,2028,esquerda
IVO ROBERTI,SERRANÓPOLIS DO IGUAÇU,75647,ELEITO,12,PDT,2017,esquerda
JAIR WAGNER,PORTO LUCENA,88030,ELEITO,12,PDT,2005,esquerda
JAIRO JUNIOR,CRISTÁLIA,44059,ELEITO,12,PDT,1973,esquerda
NEM DOS SANTOS,FRANCISCÓPOLIS,40223,ELEITO,12,PDT,1959,esquerda
EDSON,CERRO BRANCO,86088,ELEITO,12,PDT,1900,esquerda
JOÃO RIOS,CUMARI,93335,ELEITO,12,PDT,1899,esquerda
AIKEN,JOANÉSIA,47210,ELEITO,12,PDT,1863,esquerda
ARI,RIACHÃO DO BACAMARTE,19127,ELEITO,12,PDT,1862,esquerda
MARQUINHOS,RIOZINHO,85740,ELEITO,12,PDT,1859,esquerda
DR JOSÉ LUIZ,BARRA DO ROCHA,33618,ELEITO,12,PDT,1849,esquerda
FELIX VIEIRA,SANTA INÊS,19569,ELEITO,12,PDT,1838,esquerda
FAUSTO CAIADO,GOUVELÂNDIA,92266,ELEITO,12,PDT,1827,esquerda
ROSANGELA,INCONFIDENTES,46116,ELEITO,12,PDT,1783,esquerda
SÉRGIO CORADINI,VILA NOVA DO SUL,88102,ELEITO,12,PDT,1779,esquerda
ZICO,CACIQUE DOBLE,85634,ELEITO,12,PDT,1767,esquerda
DANIEL,CAIÇARA,85677,ELEITO,12,PDT,1766,esquerda
ILEILDA DO QUEIJO,ALTAMIRA DO MARANHÃO,7072,ELEITO,12,PDT,1761,esquerda
JONAS FERNANDO,TUCUNDUVA,89451,ELEITO,12,PDT,1743,esquerda
ANDREIA DE FABIM,DAMIANÓPOLIS,93351,ELEITO,12,PDT,1739,esquerda
RONAM DA SAÚDE,SANTO ANTÔNIO DO ITAMBÉ,52035,ELEITO,12,PDT,1731,esquerda
NELENE GOMES,AMAPÁ DO MARANHÃO,7080,ELEITO,12,PDT,1693,esquerda
GILBERTO DO QUITO,MATUTINA,48232,ELEITO,12,PDT,1677,esquerda
IVORI JÚNIOR,NOVA ESPERANÇA DO SUL,85120,ELEITO,12,PDT,1661,esquerda
JOVENTINO,MATERLÂNDIA,48119,ELEITO,12,PDT,1652,esquerda
EDER FRAGOSO,CÓRREGO NOVO,43990,ELEITO,12,PDT,1648,esquerda
JUCA,MORRO DO PILAR,48739,ELEITO,12,PDT,1645,esquerda
CORNÉLIO,VITÓRIA DAS MISSÕES,88129,ELEITO,12,PDT,1608,esquerda
BADARÓ,QUARTEL GERAL,50733,ELEITO,12,PDT,1590,esquerda
GILSO PAZ,TIO HUGO,89508,ELEITO,12,PDT,1557,esquerda
LEANDRO MONTEIRO,CAPIVARI DO SUL,88200,ELEITO,12,PDT,1511,esquerda
AMARILDO,FAZENDA VILANOVA,88366,ELEITO,12,PDT,1454,esquerda
ALEXANDRE BARTH,PARECI NOVO,87327,ELEITO,12,PDT,1440,esquerda
DASIO,AMARALINA,93386,ELEITO,12,PDT,1423,esquerda
JAMES TORRES,FAXINALZINHO,86029,ELEITO,12,PDT,1410,esquerda
RODRIGÃO,BARÃO DE ANTONINA,62014,ELEITO,12,PDT,1375,esquerda
HELINHO,SÃO JOSÉ DO MANTIMENTO,52710,ELEITO,12,PDT,1374,esquerda
CELSO GOBBI,COLORADO,86096,ELEITO,12,PDT,1372,esquerda
GELSON MAFFI,BELA VISTA DA CAROBA,75124,ELEITO,12,PDT,1355,esquerda
ULISSES,SANTA ROSA DE GOIÁS,95850,ELEITO,12,PDT,1355,esquerda
DR MARCO,SANTO ANTÔNIO DO GRAMA,52019,ELEITO,12,PDT,1349,esquerda
MARCELINHO DA BEM STAR,LAMBARI D OESTE,90301,ELEITO,12,PDT,1345,esquerda
FELIPPE,CAPÃO BONITO DO SUL,89125,ELEITO,12,PDT,1331,esquerda
GELSO SOARES,ITACURUBI,85901,ELEITO,12,PDT,1287,esquerda
NAUDO RIBEIRO,JORDÃO,1104,ELEITO,12,PDT,1264,esquerda
CHARLES,SÃO PEDRO DE ALCÂNTARA,81183,ELEITO,12,PDT,1214,esquerda
ROLA,GARRUCHOS,86720,ELEITO,12,PDT,1189,esquerda
TONINHO TIJOLINHO,ITAÚBA,98698,ELEITO,12,PDT,1185,esquerda
JORGE LADIR STEFFLER,NOVA CANDELÁRIA,88226,ELEITO,12,PDT,1184,esquerda
VÂNIA BRACKMANN,POÇO DAS ANTAS,86126,ELEITO,12,PDT,1182,esquerda
ELTON LAZARETTI,CAFEARA,74659,ELEITO,12,PDT,1181,esquerda
CASAGRANDE,BOZANO,89087,ELEITO,12,PDT,1176,esquerda
SILVANA ZANIN,CANAS,62103,ELEITO,12,PDT,1108,esquerda
PAULO CAMARGO,MATOS COSTA,82090,ELEITO,12,PDT,1049,esquerda
JOVANI,SÃO JOSÉ DO HERVAL,85588,ELEITO,12,PDT,1045,esquerda
MARCUS,NOVA RAMADA,88560,ELEITO,12,PDT,1028,esquerda
FLAVIO,VANINI,84913,ELEITO,12,PDT,1027,esquerda
MAHER JABER,BARRA DO QUARAÍ,88625,ELEITO,12,PDT,1015,esquerda
ÉLIO FREITAS,SANTO ANTÔNIO DO PLANALTO,87661,ELEITO,12,PDT,979,esquerda
BETO,BOA VISTA DAS MISSÕES,86428,ELEITO,12,PDT,886,esquerda
JOAO PELISSARO,SANTA CECÍLIA DO SUL,89247,ELEITO,12,PDT,851,esquerda
ALCENIR DALMAGO,GENTIL,86746,ELEITO,12,PDT,816,esquerda
RODRIGO BLOCH,UBIRETAMA,88609,ELEITO,12,PDT,746,esquerda
MOACIR SEVERGNINI,POUSO NOVO,85421,ELEITO,12,PDT,740,esquerda
EDMILSON RODRIGUES,BELÉM,4278,2º TURNO,50,PSOL,248782,esquerda
JOÃO ALFREDO,RIBAS DO RIO PARDO,91413,ELEITO,50,PSOL,3469,esquerda
EDSON VERIATO,POTENGI,15253,ELEITO,50,PSOL,3457,esquerda
SALOMAO GURGEL,JANDUÍS,17019,ELEITO,50,PSOL,2034,esquerda
CIDO SOBRAL,MARABÁ PAULISTA,66753,ELEITO,50,PSOL,1237,esquerda
IRMÃO MAZIM,BOM JESUS,10375,NÃO ELEITO,50,PSOL,97,esquerda
AMAZONINO MENDES,MANAUS,2550,2º TURNO,19,PODE,234088,direita
ROGÉRIO LINS,OSASCO,67890,ELEITO,19,PODE,204207,direita
EDUARDO BRAIDE,SÃO LUÍS,9210,2º TURNO,19,PODE,193578,direita
IGOR SOARES,ITAPEVI,65510,ELEITO,19,PODE,105494,direita
ABILIO,CUIABÁ,90670,2º TURNO,19,PODE,90631,direita
ARNALDINHO BORGO,VILA VELHA,57037,2º TURNO,19,PODE,73122,direita
MÁRIO HILDEBRANDT,BLUMENAU,80470,2º TURNO,19,PODE,68222,direita
FALCÃO,PATOS DE MINAS,49590,ELEITO,19,PODE,38415,direita
DR LUCAS DA SANTA MONICA,ÁGUAS LINDAS DE GOIÁS,93343,ELEITO,19,PODE,32214,direita
FABRÍCIO OLIVEIRA,BALNEÁRIO CAMBORIÚ,80390,ELEITO,19,PODE,30205,direita
ADIB ELIAS,CATALÃO,93017,ELEITO,19,PODE,28984,direita
DELEGADO KIQ,PARANAVAÍ,77496,ELEITO,19,PODE,27525,direita
CLEINALDO BIL,VIANA,9490,NÃO ELEITO,19,PODE,24401,direita
LUZIANE SOLON,BENEVIDES,4294,ELEITO,19,PODE,19999,direita
GUSTAVO MARQUES,FORMOSA,93610,ELEITO,19,PODE,18158,direita
GUTO ISSA,SÃO ROQUE,71137,ELEITO,19,PODE,17669,direita
FABIO DO PASTEL,SÃO PEDRO DA ALDEIA,59030,ELEITO,19,PODE,15399,direita
MAJOR SIDNEI,SAPÉ,22071,ELEITO,19,PODE,13352,direita
JAELSON MATTA,BANDEIRANTES,74454,ELEITO,19,PODE,12626,direita
JULIO FERNANDO,CAPÃO BONITO,63053,ELEITO,19,PODE,12568,direita
ORLANDO JORGE,LIMOEIRO,24775,ELEITO,19,PODE,12465,direita
BERTO SILVA,LARANJEIRAS DO SUL,76597,ELEITO,19,PODE,12272,direita
PAULO VERONESE,JUÍNA,98310,ELEITO,19,PODE,12057,direita
DR RUBÃO,ITAGUAÍ,58394,ELEITO,19,PODE,11341,direita
TÊKO,ITAPECERICA,46698,ELEITO,19,PODE,10718,direita
CRISTINA BRANDÃO,ESPÍRITO SANTO DO PINHAL,68659,ELEITO,19,PODE,9086,direita
EUSTAQUINHO MOREIRA,CAPELA,27332,NÃO ELEITO,19,PODE,8964,direita
CLAUDINHO DA GELADEIRA,RIO GRANDE DA SERRA,69833,ELEITO,19,PODE,8656,direita
REGINA DA SAUDE,ITAÍBA,24490,ELEITO,19,PODE,8135,direita
ZÉ DA ECLER,MATINHOS,79634,ELEITO,19,PODE,7987,direita
PROFESSOR WELITON,ESPIGÃO DO OESTE,256,ELEITO,19,PODE,7829,direita
VANUZA VALADARES,PORANGATU,95559,ELEITO,19,PODE,7668,direita
CIDA TOMAZINI,PIRES DO RIO,95451,ELEITO,19,PODE,7631,direita
GIO DAMO,ALTA FLORESTA D OESTE,310,ELEITO,19,PODE,7536,direita
PAULO DO GÁS,CAMACÃ,34118,ELEITO,19,PODE,7392,direita
PIRIQUITO,APARECIDA,61492,ELEITO,19,PODE,7358,direita
SEU CARLOS,SALVATERRA,5258,ELEITO,19,PODE,6764,direita
PROFESSOR ZEZAO,SANTO ANTÔNIO DA PLATINA,78590,ELEITO,19,PODE,6729,direita
LUCAS MACHADO,RESERVA,78115,ELEITO,19,PODE,6707,direita
EMERSON MAAS,MAFRA,81990,ELEITO,19,PODE,6638,direita
MARCÍLIO DE TONHÃO,ARINOS,40894,ELEITO,19,PODE,5824,direita
ROGÉRIO VILELA,COMODORO,99015,ELEITO,19,PODE,5795,direita
CARLINHOS,ITANHANDU,46612,ELEITO,19,PODE,5504,direita
DR. ZÉ BAHIA,TREMEDAL,39357,ELEITO,19,PODE,5198,direita
LUCILA TOLEDO,CAJUEIRO,27251,ELEITO,19,PODE,5102,direita
JANINHO PACHECO,IPAMERI,93971,ELEITO,19,PODE,5027,direita
GICA,CURUÁ,4740,ELEITO,19,PODE,4029,direita
DIÓGENES,VIRGEM DA LAPA,54330,ELEITO,19,PODE,4018,direita
TIA NADIA,CONSELHEIRO PENA,43672,ELEITO,19,PODE,3910,direita
FRED DO RALLY,MONTALVÂNIA,48534,ELEITO,19,PODE,3762,direita
REGINALDO VILELA,JOAQUIM TÁVORA,76490,ELEITO,19,PODE,3718,direita
MAXIMINO PIETROBON,MATELÂNDIA,76996,ELEITO,19,PODE,3711,direita
DELSON LUSTOSA,SANTA TEREZINHA,25550,ELEITO,19,PODE,3562,direita
LEVI RIBEIRO,SÃO JOSÉ DO RIO CLARO,91995,ELEITO,19,PODE,3542,direita
ANDERSON FERREIRA,MACATUBA,66613,ELEITO,19,PODE,3493,direita
NEDEL,CRISSIUMAL,86177,ELEITO,19,PODE,3443,direita
CENINHA LUCENA,BONITO DE SANTA FÉ,19496,ELEITO,19,PODE,3436,direita
JOSÉ NATAN,APARECIDA DO TABOADO,90190,ELEITO,19,PODE,3422,direita
MOACIR GIACOMELLI,VERA,98973,ELEITO,19,PODE,3358,direita
TAIS CONTIERI,CAFELÂNDIA,62774,ELEITO,19,PODE,3046,direita
RODRIGO CEBOLA,CORUMBAÍBA,93190,ELEITO,19,PODE,3001,direita
GERALDO REIS,CARMO DO RIO VERDE,92991,ELEITO,19,PODE,2937,direita
FREDSON,PAU D ARCO,4308,ELEITO,19,PODE,2784,direita
JURANDIR DE OLIVEIRA,SANTA LUZIA D OESTE,353,ELEITO,19,PODE,2755,direita
NEIZON REZENDE,RIACHINHO,40606,ELEITO,19,PODE,2669,direita
MAJOR JORGE LUÍS,PIRATININGA,68896,ELEITO,19,PODE,2669,direita
LUCIN,INDAIABIRA,42242,ELEITO,19,PODE,2610,direita
DR LÚCIO,SANTA RITA DO PARDO,91863,ELEITO,19,PODE,2569,direita
DR ZECO,CONGONHINHAS,75175,ELEITO,19,PODE,2533,direita
JUNIOR VETERINÁRIO,FLOR DA SERRA DO SUL,74349,ELEITO,19,PODE,2503,direita
ADAILDO ROCHA TAMPINHA,CURRAL DE DENTRO,42005,ELEITO,19,PODE,2458,direita
WALTER CASSIO,SÃO JOSÉ DA BELA VISTA,70912,ELEITO,19,PODE,2386,direita
LUIZINHO,ITAGIMIRIM,36072,ELEITO,19,PODE,2261,direita
MILTON,ALMADINA,33170,ELEITO,19,PODE,2250,direita
DIOGO,DAVINÓPOLIS,93394,ELEITO,19,PODE,2217,direita
HERMES MANGUEIRA,DIAMANTE,20133,ELEITO,19,PODE,2203,direita
ADAUTO MANDU,LIDIANÓPOLIS,74489,ELEITO,19,PODE,2180,direita
EDSON PADILHA,PETROLÂNDIA,82490,NÃO ELEITO,19,PODE,2150,direita
IDALIR ZANELLA,RENASCENÇA,78093,ELEITO,19,PODE,2090,direita
CLEBER PINHO,NOVORIZONTE,41181,ELEITO,19,PODE,2006,direita
JUNINHO,MARQUINHO,75485,ELEITO,19,PODE,1919,direita
FERRUJA,NAZÁRIO,94854,ELEITO,19,PODE,1909,direita
ASSIS RODRIGUES,CAJAZEIRINHAS,19380,ELEITO,19,PODE,1886,direita
CANARINHO JUNIOR,INDIANA,65137,ELEITO,19,PODE,1883,direita
GERONCIO JUNIOR,SÃO FRANCISCO,19860,ELEITO,19,PODE,1811,direita
HEITOR,BRAÚNA,62553,ELEITO,19,PODE,1808,direita
ELIAS GOMES DA COSTA,PORTO AMAZONAS,77810,ELEITO,19,PODE,1709,direita
JOSY CORDEIRO,LEME DO PRADO,40967,ELEITO,19,PODE,1672,direita
